obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Bill Walton,Jack Sikma,Jo Jo White,Artis Gilmore,Jo Jo White,The others are centers,no
Calvin Murphy,Lou Hudson,Dan Issel,Phil Chenier,Dan Issel,The others are guards,no
Connie Hawkins,Don Chaney,Norm Van Lier,Fred Brown,Connie Hawkins,The others are guards,no
John Havlicek,Bob Lanier,Connie Hawkins,Rick Barry,Bob Lanier,The others are forwards,no
Bob McAdoo,Clyde Frazier,Earl Monroe,Hal Greer,Bob McAdoo,The others are guards,no
Julius Erving,Kareem Abdul-Jabbar,George Gervin,Bill Walton,Bill Walton,The others are top 10 scorers of 1970s,no
Dave Cowens,John Havlicek,Walt Frazier,Willis Reed,Dave Cowens,The others are Knicks players,no
Pete Maravich,Bob McAdoo,Elvin Hayes,Rick Barry,Rick Barry,The others are scoring champions,yes
Bob Lanier,Nate Archibald,Wes Unseld,Earl Monroe,Wes Unseld,The others are guards,no
Spencer Haywood,Bob Dandridge,Maurice Lucas,Sidney Wicks,Maurice Lucas,The others are forwards,no
Gail Goodrich,Lou Hudson,Chet Walker,Dave Bing,Chet Walker,The others are guards,no
Bill Bradley,Paul Westphal,Rudy Tomjanovich,Kevin Grevey,Bill Bradley,The others are guards,no
Jo Jo White,Charlie Scott,Lloyd Free,Norm Van Lier,Lloyd Free,The others are point guards,no
Don Chaney,Phil Chenier,Calvin Murphy,Clifford Ray,Clifford Ray,The others are guards,no
Jamaal Wilkes,Truck Robinson,Tom Burleson,Jim Chones,Jamaal Wilkes,The others are centers,no
Don Nelson,Curtis Rowe,Fred Brown,Jerry Sloan,Fred Brown,The others are forwards,no
Kermit Washington,Mike Newlin,Kevin Porter,John Drew,Kevin Porter,The others are forwards,no
Dave DeBusschere,Jo Jo White,Jerry Lucas,Tom Heinsohn,Jo Jo White,The others are forwards,no
Billy Knight,Bob McAdoo,Bob Lanier,Bill Walton,Billy Knight,The others are centers,no
Pat Riley,Bob Love,Happy Hairston,Jim McMillian,Pat Riley,The others are forwards,no
Mike Riordan,Elmore Smith,George McGinnis,Jim Barnett,Elmore Smith,The others are guards,no
Jim Price,Jim Cleamons,Jim Washington,Clifford Ray,Clifford Ray,The others are named Jim,no
Tom Van Arsdale,Tom Owens,Tom Henderson,Tom Boerwinkle,Tom Owens,The others are named Tom,no
Elvin Hayes,Kareem Abdul-Jabbar,Wilt Chamberlain,Bob Lanier,Bob Lanier,The others are Hall of Famers,yes
Bill Walton,Rick Barry,George Gervin,Julius Erving,Bill Walton,The others are small forwards,no
Jerry West,Walt Frazier,Bob McAdoo,Earl Monroe,Bob McAdoo,The others are guards,no
Artis Gilmore,Bill Walton,Wes Unseld,Dave Cowens,Artis Gilmore,The others are MVP winners,no
Dave Bing,Nate Archibald,Pete Maravich,Bob Love,Bob Love,The others are point guards,no
Bob McAdoo,John Havlicek,Spencer Haywood,Elvin Hayes,John Havlicek,The others are power forwards,yes
Moses Malone,Willis Reed,Kareem Abdul-Jabbar,Bill Walton,Willis Reed,The others are centers,no
Adrian Dantley,Rick Barry,George Gervin,Dan Issel,Dan Issel,The others are scoring champions,no
Elvin Hayes,Dave Cowens,Bob Lanier,Paul Westphal,Paul Westphal,The others are centers,yes
Jerry West,Sidney Wicks,Earl Monroe,Walt Frazier,Sidney Wicks,The others are guards,no
Moses Malone,Nate Thurmond,Wes Unseld,Bill Walton,Nate Thurmond,The others are MVP winners,no
Pete Maravich,Bob Dandridge,Tiny Archibald,Dave Bing,Bob Dandridge,The others are point guards,no
Elvin Hayes,Bob McAdoo,John Havlicek,Kareem Abdul-Jabbar,John Havlicek,The others are centers,yes
George Gervin,Rick Barry,Bob Lanier,Julius Erving,Bob Lanier,The others are small forwards,no
Dave Cowens,Bob McAdoo,Bill Walton,Wes Unseld,Bob McAdoo,The others are centers,no
Jerry West,Walt Frazier,Artis Gilmore,Earl Monroe,Artis Gilmore,The others are guards,no
Dave Bing,Nate Archibald,Paul Westphal,Pete Maravich,Paul Westphal,The others are point guards,no
John Havlicek,Elvin Hayes,Bob McAdoo,Dan Issel,Dan Issel,The others are power forwards,yes
Bill Walton,Kareem Abdul-Jabbar,Willis Reed,Moses Malone,Willis Reed,The others are centers,no
George Gervin,Adrian Dantley,Sidney Wicks,Rick Barry,Sidney Wicks,The others are scoring champions,yes
Dave Cowens,Spencer Haywood,Elvin Hayes,Bob Lanier,Spencer Haywood,The others are centers,yes
Walt Frazier,Jerry West,Bob Love,Earl Monroe,Bob Love,The others are guards,no
Artis Gilmore,Wes Unseld,Moses Malone,Bill Walton,Artis Gilmore,The others are MVP winners,no
Dave Bing,Bob Lanier,Pete Maravich,Tiny Archibald,Bob Lanier,The others are point guards,no
Elvin Hayes,Kareem Abdul-Jabbar,Bob McAdoo,Spencer Haywood,Spencer Haywood,The others are centers,yes
George Gervin,Julius Erving,Rick Barry,Nate Thurmond,Nate Thurmond,The others are small forwards,no
Paul Westphal,Bill Walton,Dave Cowens,Wes Unseld,Paul Westphal,The others are centers,no
Walt Frazier,Earl Monroe,Dan Issel,Jerry West,Dan Issel,The others are guards,no
Pete Maravich,John Havlicek,Dave Bing,Nate Archibald,John Havlicek,The others are point guards,no
Bob Lanier,Elvin Hayes,John Havlicek,Bob McAdoo,Bob Lanier,The others are power forwards,yes
Bill Walton,Pete Maravich,Willis Reed,Kareem Abdul-Jabbar,Pete Maravich,The others are centers,no
George Gervin,Julius Erving,David Thompson,Rick Barry,Rick Barry,The others are known for dunks,no
Bob McAdoo,Dave Bing,Earl Monroe,Walt Frazier,Bob McAdoo,The others are guards,no
Wes Unseld,Bob Lanier,John Havlicek,Elvin Hayes,John Havlicek,The others are big men,yes
Nate Archibald,Norm Nixon,Sidney Wicks,Jo Jo White,Sidney Wicks,The others are point guards,no
Paul Westphal,Phil Chenier,Don Buse,Maurice Lucas,Maurice Lucas,The others are guards,no
Bobby Jones,Jamaal Wilkes,Dan Issel,Bob Dandridge,Dan Issel,The others are forwards,no
Spencer Haywood,Moses Malone,Artis Gilmore,Kareem Abdul-Jabbar,Spencer Haywood,The others are centers,yes
Rudy Tomjanovich,Lucius Allen,Bill Bradley,Cazzie Russell,Rudy Tomjanovich,The others are guards,no
Elgin Baylor,Rick Barry,Jerry Lucas,Connie Hawkins,Jerry Lucas,The others are forwards,no
Tiny Archibald,Tom Boerwinkle,Calvin Murphy,Walt Frazier,Tom Boerwinkle,The others are guards,no
Bob Love,John Havlicek,Paul Silas,Dave DeBusschere,Bob Love,The others are known for defense,no
Earl Monroe,Gail Goodrich,Pete Maravich,Bob Lanier,Bob Lanier,The others are guards,yes
Larry Kenon,Maurice Lucas,Jo Jo White,Bobby Jones,Jo Jo White,The others are forwards,no
Rick Barry,Spencer Haywood,Bob McAdoo,Sidney Wicks,Rick Barry,The others are power forwards,no
Bob McAdoo,Phil Chenier,Calvin Murphy,Lou Hudson,Bob McAdoo,The others are guards,no
Nate Thurmond,Wes Unseld,Clifford Ray,Paul Westphal,Paul Westphal,The others are centers,no
Elvin Hayes,Spencer Haywood,George Gervin,Sidney Wicks,George Gervin,The others are power forwards,yes
Nate Thurmond,Walt Bellamy,Willis Reed,Dave Bing,Dave Bing,The others are centers,no
Earl Monroe,John Havlicek,Dave DeBusschere,Billy Cunningham,Earl Monroe,The others are forwards,no
Dan Issel,Norm Van Lier,Jerry Sloan,Walt Frazier,Dan Issel,The others are guards,no
Elvin Hayes,Rudy Tomjanovich,Spencer Haywood,Gail Goodrich,Gail Goodrich,The others are forwards,yes
Rick Barry,Julius Erving,Bill Walton,Connie Hawkins,Bill Walton,The others are forwards,no
Calvin Murphy,Artis Gilmore,Bob Lanier,Kareem Abdul-Jabbar,Calvin Murphy,The others are centers,no
Bob Lanier,Tiny Archibald,Nate Thurmond,Bill Walton,Tiny Archibald,The others are centers,no
Wes Unseld,Paul Silas,Jerry West,Dave Cowens,Jerry West,The others are big men,no
Norm Nixon,Walt Frazier,Jo Jo White,Bob Dandridge,Bob Dandridge,The others are guards,no
George Gervin,Rick Barry,David Thompson,Bob McAdoo,Bob McAdoo,The others are known for scoring,no
Paul Westphal,Bob Lanier,Phil Chenier,Don Buse,Bob Lanier,The others are guards,no
Dave DeBusschere,Bill Bradley,Nate Archibald,Jerry Lucas,Nate Archibald,The others are forwards,no
Dominique Wilkins,Larry Bird,Michael Jordan,Magic Johnson,Dominique Wilkins,The others are MVP winners,no
Patrick Ewing,Hakeem Olajuwon,Kareem Abdul-Jabbar,Robert Parish,Robert Parish,The others are centers,no
James Worthy,Charles Barkley,Dennis Rodman,Karl Malone,Dennis Rodman,The others are power forwards,no
Clyde Drexler,John Stockton,Isiah Thomas,Kevin McHale,Kevin McHale,The others are guards,no
Reggie Miller,James Worthy,Scottie Pippen,Chris Mullin,Reggie Miller,The others are forwards,no
Mark Price,John Stockton,Kevin Johnson,Clyde Drexler,Clyde Drexler,The others are point guards,no
David Robinson,Hakeem Olajuwon,Patrick Ewing,Larry Bird,Larry Bird,The others are centers,yes
Clyde Drexler,Magic Johnson,Dominique Wilkins,Michael Jordan,Magic Johnson,The others are shooting guards,no
Karl Malone,Horace Grant,Charles Oakley,Dennis Rodman,Karl Malone,The others are role players,no
Kevin McHale,Larry Bird,Chris Mullin,Magic Johnson,Magic Johnson,The others are forwards,no
Michael Jordan,Reggie Miller,Joe Dumars,Hakeem Olajuwon,Hakeem Olajuwon,The others are shooting guards,no
Patrick Ewing,Magic Johnson,John Stockton,Isiah Thomas,Patrick Ewing,The others are point guards,yes
Karl Malone,Charles Barkley,Patrick Ewing,Larry Bird,Patrick Ewing,The others are power forwards,no
Clyde Drexler,Michael Jordan,Magic Johnson,Hakeem Olajuwon,Hakeem Olajuwon,The others are guards,no
Chris Mullin,Reggie Miller,Scottie Pippen,Dominique Wilkins,Reggie Miller,The others are small forwards,no
Robert Parish,David Robinson,Charles Barkley,Patrick Ewing,Charles Barkley,The others are centers,yes
John Stockton,Karl Malone,Kevin Johnson,Tim Hardaway,Karl Malone,The others are point guards,no
Magic Johnson,Dennis Rodman,James Worthy,Horace Grant,Magic Johnson,The others are power forwards,no
Reggie Miller,Joe Dumars,Michael Jordan,Patrick Ewing,Patrick Ewing,The others are guards,no
Kareem Abdul-Jabbar,Clyde Drexler,Patrick Ewing,Hakeem Olajuwon,Clyde Drexler,The others are centers,no
John Stockton,Larry Bird,James Worthy,Scottie Pippen,John Stockton,The others are forwards,no
Magic Johnson,Karl Malone,Mark Price,Isiah Thomas,Karl Malone,The others are point guards,no
Michael Jordan,Charles Oakley,Dennis Rodman,Horace Grant,Michael Jordan,The others are power forwards,no
Joe Dumars,Larry Bird,Reggie Miller,Michael Jordan,Larry Bird,The others are shooting guards,no
David Robinson,Patrick Ewing,Karl Malone,Hakeem Olajuwon,Karl Malone,The others are centers,yes
John Stockton,Kevin Johnson,Magic Johnson,Tim Hardaway,Magic Johnson,The others are point guards,no
Charles Barkley,Karl Malone,Dennis Rodman,Larry Bird,Larry Bird,The others are power forwards,no
Joe Dumars,Michael Jordan,David Robinson,Clyde Drexler,David Robinson,The others are guards,no
Chris Mullin,James Worthy,Hakeem Olajuwon,Scottie Pippen,Hakeem Olajuwon,The others are small forwards,no
Chris Mullin,Kevin McHale,Larry Bird,Robert Parish,Robert Parish,The others are forwards,no
Magic Johnson,Michael Jordan,Hakeem Olajuwon,Larry Bird,Hakeem Olajuwon,The others are guards,no
Karl Malone,Patrick Ewing,Clyde Drexler,Charles Barkley,Clyde Drexler,The others are forwards,no
John Stockton,Kevin McHale,James Worthy,Dominique Wilkins,John Stockton,The others are forwards,no
Mark Price,Isiah Thomas,Joe Dumars,Robert Parish,Robert Parish,The others are guards,no
Dennis Rodman,Charles Oakley,Horace Grant,Reggie Miller,Reggie Miller,The others are forwards,no
David Robinson,Scottie Pippen,Chris Mullin,Bernard King,David Robinson,The others are forwards,no
Moses Malone,Terry Porter,Maurice Cheeks,Fat Lever,Moses Malone,The others are guards,no
Bill Laimbeer,Rick Mahorn,Manute Bol,Clyde Drexler,Clyde Drexler,The others are centers,no
Chris Mullin,Kiki Vandeweghe,Adrian Dantley,Alex English,Chris Mullin,The others are forwards,no
Rolando Blackman,Mark Aguirre,Sidney Moncrief,Mark Eaton,Mark Eaton,The others are guards,no
Tom Chambers,Detlef Schrempf,Mark Price,Xavier McDaniel,Mark Price,The others are forwards,no
Buck Williams,Otis Thorpe,Mitch Richmond,Sam Perkins,Mitch Richmond,The others are forwards,no
Terry Cummings,Cliff Robinson,A.C. Green,Kevin Johnson,Kevin Johnson,The others are forwards,no
Doc Rivers,Muggsy Bogues,Spud Webb,Brad Daugherty,Brad Daugherty,The others are guards,no
Dell Curry,Ralph Sampson,Dan Majerle,Jeff Hornacek,Ralph Sampson,The others are guards,no
Hersey Hawkins,Ricky Pierce,Dale Ellis,Mark Eaton,Mark Eaton,The others are guards,no
Joe Dumars,Kevin Duckworth,Rik Smits,Brad Daugherty,Joe Dumars,The others are centers,no
Terry Porter,Kenny Smith,Rod Strickland,Robert Parish,Robert Parish,The others are guards,no
Mark Eaton,Byron Scott,Gerald Wilkins,Michael Cooper,Mark Eaton,The others are guards,yes
Mark Price,Buck Williams,Thurl Bailey,Larry Nance,Mark Price,The others are forwards,no
Michael Adams,Darrell Walker,Alvin Robertson,Patrick Ewing,Patrick Ewing,The others are guards,no
Mookie Blaylock,Otis Thorpe,Horace Grant,Derrick McKey,Mookie Blaylock,The others are forwards,no
Derek Harper,Alvin Robertson,Bill Cartwright,Reggie Theus,Bill Cartwright,The others are guards,no
Kevin Johnson,James Worthy,Nate McMillan,Mark Jackson,James Worthy,The others are guards,no
Purvis Short,Manute Bol,Johnny Newman,Kelly Tripucka,Manute Bol,The others are forwards,no
Detlef Schrempf,Kenny Walker,John Stockton,Derrick McKey,John Stockton,The others are forwards,no
Joe Dumars,Hakeem Olajuwon,Robert Parish,Patrick Ewing,Joe Dumars,The others are centers,no
Manute Bol,Jerome Kersey,Terry Porter,Clyde Drexler,Manute Bol,The others are Trail Blazers,yes
Danny Ainge,Larry Bird,Mark Eaton,Dennis Johnson,Mark Eaton,The others are Celtics,no
Mark Price,Mychal Thompson,Kurt Rambis,A.C. Green,Mark Price,The others are Lakers,no
Kareem Abdul-Jabbar,Michael Jordan,Larry Bird,Magic Johnson,Michael Jordan,The others are Lakers/Celtics,no
Hakeem Olajuwon,Karl Malone,Patrick Ewing,Charles Barkley,Patrick Ewing,The others are Power Forwards,no
Isiah Thomas,Joe Dumars,Clyde Drexler,Dennis Rodman,Clyde Drexler,The others are Pistons,no
Dominique Wilkins,James Worthy,Alex English,Bernard King,James Worthy,The others are leading scorers,no
Kevin McHale,Reggie Miller,Chris Mullin,John Stockton,Kevin McHale,The others are guards,yes
Bill Laimbeer,Mark Eaton,Moses Malone,Robert Parish,Bill Laimbeer,The others are centers,no
Sidney Moncrief,Mark Aguirre,Adrian Dantley,Alex English,Sidney Moncrief,The others are forwards,no
Terry Porter,Kevin Duckworth,Charles Oakley,Clyde Drexler,Charles Oakley,The others are Trail Blazers,no
James Worthy,Byron Scott,Hakeem Olajuwon,Michael Cooper,Hakeem Olajuwon,The others are Lakers,no
Karl Malone,John Stockton,Patrick Ewing,Jeff Hornacek,Patrick Ewing,The others are Jazz players,no
Mark Price,Terry Cummings,Sidney Moncrief,Paul Pressey,Mark Price,The others are Bucks players,no
Hakeem Olajuwon,Ralph Sampson,Rodney McCray,Larry Nance,Larry Nance,The others are Rockets players,no
Michael Jordan,Magic Johnson,Scottie Pippen,Horace Grant,Magic Johnson,The others are Bulls players,yes
John Stockton,Alex English,Kiki Vandeweghe,Fat Lever,John Stockton,The others are Nuggets players,no
Jerome Kersey,Dennis Rodman,Terry Porter,Clyde Drexler,Dennis Rodman,The others are Trail Blazers,yes
Robert Parish,Kevin McHale,Dominique Wilkins,Larry Bird,Dominique Wilkins,The others are Celtics players,yes
Joe Dumars,Bill Laimbeer,Vinnie Johnson,Chris Mullin,Chris Mullin,The others are Pistons players,no
Jeff Hornacek,Tom Chambers,Kevin Johnson,Reggie Miller,Reggie Miller,The others are Suns players,no
Derek Harper,Patrick Ewing,Rolando Blackman,Mark Aguirre,Patrick Ewing,The others are Mavericks,no
Karl Malone,Dan Issel,Fat Lever,Alex English,Karl Malone,The others are Nuggets players,no
Otis Thorpe,Magic Johnson,Clyde Drexler,Hakeem Olajuwon,Magic Johnson,The others are Rockets players,no
Charles Barkley,Patrick Ewing,Michael Jordan,Larry Bird,Larry Bird,The others are part of the 1992 Dream Team,yes
Hakeem Olajuwon,Dennis Johnson,Larry Bird,Kevin McHale,Hakeem Olajuwon,The others are Celtics players,no
Patrick Ewing,Ralph Sampson,Hakeem Olajuwon,Clyde Drexler,Clyde Drexler,The others are centers,no
Karl Malone,James Worthy,John Stockton,Charles Barkley,John Stockton,The others are forwards,yes
Karl Malone,John Stockton,Isiah Thomas,Magic Johnson,Karl Malone,The others are point guards,no
Larry Bird,Isiah Thomas,Joe Dumars,Dennis Rodman,Larry Bird,The others are Pistons players,no
Alex English,Fat Lever,Kiki Vandeweghe,Hakeem Olajuwon,Hakeem Olajuwon,The others are Nuggets players,no
James Worthy,Byron Scott,Michael Cooper,Patrick Ewing,Patrick Ewing,The others are Lakers players,yes
Charles Barkley,Robert Parish,Kevin McHale,Larry Bird,Charles Barkley,The others are Celtics players,yes
Magic Johnson,Larry Bird,Michael Jordan,Hakeem Olajuwon,Hakeem Olajuwon,The others are guards,no
Hakeem Olajuwon,Kareem Abdul-Jabbar,Patrick Ewing,Charles Barkley,Charles Barkley,The others are centers,no
Scottie Pippen,Clyde Drexler,James Worthy,Dominique Wilkins,Scottie Pippen,The others are 80's players,no
Kevin McHale,John Stockton,Isiah Thomas,Gary Payton,Kevin McHale,The others are point guards,yes
Charles Oakley,Karl Malone,Dennis Rodman,Reggie Miller,Reggie Miller,The others are power forwards,no
Chris Mullin,Kevin McHale,Dennis Johnson,Larry Bird,Dennis Johnson,The others are Celtics players,no
Adrian Dantley,Mark Aguirre,David Robinson,Alex English,David Robinson,The others are forwards,no
Clyde Drexler,Michael Jordan,Patrick Ewing,Joe Dumars,Patrick Ewing,The others are shooting guards,no
Moses Malone,Robert Parish,John Stockton,Akeem Olajuwon,John Stockton,The others are centers,no
Bernard King,James Worthy,Dominique Wilkins,Magic Johnson,Magic Johnson,The others are forwards,no
Kevin Johnson,Charles Barkley,Tim Hardaway,Mark Price,Charles Barkley,The others are point guards,no
Charles Barkley,Chris Mullin,Manute Bol,Karl Malone,Manute Bol,The others are forwards,no
Magic Johnson,David Robinson,Hakeem Olajuwon,Patrick Ewing,Magic Johnson,The others are centers,no
Kevin McHale,Larry Bird,Kareem Abdul-Jabbar,Magic Johnson,Kareem Abdul-Jabbar,The others are Celtics players,no
Clyde Drexler,Mark Jackson,Terry Porter,John Stockton,Clyde Drexler,The others are point guards,no
Michael Jordan,Patrick Ewing,Clyde Drexler,Reggie Miller,Patrick Ewing,The others are shooting guards,no
David Robinson,Akeem Olajuwon,Ralph Sampson,Charles Oakley,Charles Oakley,The others are centers,no
Chris Mullin,Kevin McHale,Joe Dumars,Larry Bird,Joe Dumars,The others are forwards,no
Dennis Rodman,Hakeem Olajuwon,Charles Barkley,Karl Malone,Hakeem Olajuwon,The others are power forwards,no
John Stockton,Isiah Thomas,Magic Johnson,Chris Mullin,Chris Mullin,The others are point guards,no
Alex English,Michael Jordan,Adrian Dantley,Dominique Wilkins,Michael Jordan,The others are forwards,no
Michael Jordan,Larry Bird,Joe Dumars,Clyde Drexler,Larry Bird,The others are shooting guards,no
Moses Malone,Bill Laimbeer,Dennis Rodman,Robert Parish,Dennis Rodman,The others are centers,no
Bernard King,James Worthy,Patrick Ewing,Dominique Wilkins,Patrick Ewing,The others are forwards,no
Tim Hardaway,Kevin Johnson,Larry Bird,Mark Price,Larry Bird,The others are point guards,no
Karl Malone,Hakeem Olajuwon,Charles Barkley,Chris Mullin,Hakeem Olajuwon,The others are forwards,no
Hakeem Olajuwon,Patrick Ewing,Larry Bird,David Robinson,Larry Bird,The others are centers,yes
Magic Johnson,Larry Bird,Michael Jordan,Kevin McHale,Michael Jordan,The others are Celtics players,no
Terry Porter,John Stockton,Mark Jackson,Michael Jordan,Michael Jordan,The others are point guards,no
Michael Jordan,Clyde Drexler,Reggie Miller,Charles Barkley,Charles Barkley,The others are shooting guards,no
Isiah Thomas,Magic Johnson,Larry Bird,Michael Jordan,Michael Jordan,The others are point guards,no
Patrick Ewing,Kareem Abdul-Jabbar,Hakeem Olajuwon,Charles Barkley,Charles Barkley,The others are centers,no
Alex English,Kevin McHale,Clyde Drexler,Dominique Wilkins,Kevin McHale,The others are small forwards,no
James Worthy,Bernard King,Dennis Rodman,Adrian Dantley,Dennis Rodman,The others are scorers,no
Mark Price,Kevin Johnson,John Stockton,Scottie Pippen,Scottie Pippen,The others are point guards,no
Charles Oakley,Robert Parish,Karl Malone,Horace Grant,Robert Parish,The others are power forwards,no
Reggie Miller,Chris Mullin,Joe Dumars,Mitch Richmond,Chris Mullin,The others are shooting guards,no
Moses Malone,James Worthy,Artis Gilmore,Bill Laimbeer,James Worthy,The others are centers,no
Sam Perkins,Larry Bird,Ralph Sampson,Brad Daugherty,Larry Bird,The others are big men,no
Terry Porter,Fat Lever,Hakeem Olajuwon,Doc Rivers,Hakeem Olajuwon,The others are point guards,no
Charles Barkley,Danny Ainge,Derek Harper,Byron Scott,Charles Barkley,The others are guards,no
Charles Oakley,Buck Williams,John Stockton,Otis Thorpe,John Stockton,The others are forwards,no
Rod Strickland,Muggsy Bogues,Mark Jackson,Dominique Wilkins,Dominique Wilkins,The others are point guards,no
Craig Hodges,Jeff Hornacek,Del Curry,Patrick Ewing,Patrick Ewing,The others are shooters,no
Larry Nance,Magic Johnson,Tom Chambers,Terry Cummings,Magic Johnson,The others are forwards,no
Michael Cooper,Alvin Robertson,Sidney Moncrief,Larry Bird,Larry Bird,The others are defensive specialists,no
Mark Aguirre,Hakeem Olajuwon,Kelly Tripucka,Kiki Vandeweghe,Hakeem Olajuwon,The others are small forwards,no
Cliff Robinson,Toni Kukoc,Kevin Johnson,Detlef Schrempf,Kevin Johnson,The others are forwards,no
Tree Rollins,Manute Bol,Clyde Drexler,Mark Eaton,Clyde Drexler,The others are shot-blockers,no
Sleepy Floyd,Michael Adams,Kevin McHale,Maurice Cheeks,Kevin McHale,The others are point guards,no
Dennis Rodman,Dale Ellis,Glen Rice,Reggie Lewis,Dennis Rodman,The others are shooters,no
Tree Rollins,Bill Cartwright,Karl Malone,Darryl Dawkins,Karl Malone,The others are centers,no
Walter Davis,Hakeem Olajuwon,Rolando Blackman,Ricky Pierce,Hakeem Olajuwon,The others are shooting guards,no
Patrick Ewing,Eddie Johnson,Terry Teagle,Purvis Short,Patrick Ewing,The others are scorers,no
Doc Rivers,Clyde Drexler,Spud Webb,Nate McMillan,Clyde Drexler,The others are point guards,no
Kenny Walker,Brad Sellers,Magic Johnson,Roy Tarpley,Magic Johnson,The others are forwards,no
Gerald Wilkins,Michael Adams,Larry Bird,Alvin Robertson,Larry Bird,The others are guards,no
Scottie Pippen,Bill Laimbeer,Robert Parish,Jack Sikma,Scottie Pippen,The others are centers,no
Thurl Bailey,Patrick Ewing,Rod Higgins,Mark Aguirre,Patrick Ewing,The others are forwards,no
Magic Johnson,Kurt Rambis,Cliff Levingston,Maurice Lucas,Magic Johnson,The others are forwards,no
Scottie Pippen,Dennis Rodman,Charles Barkley,Michael Jordan,Charles Barkley,The others are Chicago Bulls players,yes
Karl Malone,Gary Payton,Jeff Hornacek,John Stockton,Gary Payton,The others are Utah Jazz players,yes
Penny Hardaway,Shaquille O'Neal,Nick Anderson,Hakeem Olajuwon,Hakeem Olajuwon,The others are Orlando Magic players,yes
Chris Mullin,Rik Smits,Patrick Ewing,Reggie Miller,Patrick Ewing,The others are Indiana Pacers players,no
Kevin Duckworth,Clyde Drexler,Terry Porter,David Robinson,David Robinson,The others are Portland Trail Blazers,no
Tim Hardaway,Chris Mullin,Karl Malone,Latrell Sprewell,Karl Malone,The others are Golden State Warriors,no
Clyde Drexler,Shawn Kemp,Hakeem Olajuwon,Otis Thorpe,Shawn Kemp,The others are Houston Rockets,no
Dell Curry,Dikembe Mutombo,Alonzo Mourning,Larry Johnson,Dikembe Mutombo,The others are Charlotte Hornets,no
John Starks,Patrick Ewing,Shaquille O'Neal,Charles Oakley,Shaquille O'Neal,The others are New York Knicks,yes
Larry Bird,Shawn Kemp,Gary Payton,Detlef Schrempf,Larry Bird,The others are Seattle SuperSonics,yes
Kevin McHale,Robert Parish,Larry Bird,Tim Duncan,Tim Duncan,The others are Boston Celtics,yes
Charles Barkley,Dan Majerle,Clyde Drexler,Kevin Johnson,Clyde Drexler,The others are Phoenix Suns,no
Avery Johnson,Reggie Miller,Sean Elliott,David Robinson,Reggie Miller,The others are San Antonio Spurs,yes
Horace Grant,Karl Malone,Shaquille O'Neal,Anfernee Hardaway,Karl Malone,The others are Orlando Magic players,no
Stacey Augmon,Dominique Wilkins,Alonzo Mourning,Mookie Blaylock,Alonzo Mourning,The others are Atlanta Hawks,no
Chris Webber,Juwan Howard,Rod Strickland,Patrick Ewing,Patrick Ewing,The others are Washington Bullets,no
Mitch Richmond,Jason Kidd,Chris Mullin,Tim Hardaway,Jason Kidd,The others are Golden State Warriors,no
Anthony Mason,Glen Rice,Reggie Miller,Vlade Divac,Reggie Miller,The others are Charlotte Hornets,no
Gary Payton,Shawn Kemp,Detlef Schrempf,Hakeem Olajuwon,Hakeem Olajuwon,The others are Seattle SuperSonics,no
Mookie Blaylock,Dikembe Mutombo,David Robinson,Steve Smith,David Robinson,The others are Atlanta Hawks,no
John Stockton,Scottie Pippen,Karl Malone,Jeff Hornacek,Scottie Pippen,The others are Utah Jazz players,yes
Robert Horry,Clyde Drexler,Hakeem Olajuwon,Michael Jordan,Michael Jordan,The others are Houston Rockets,no
Latrell Sprewell,Chris Mullin,Charles Barkley,Tim Hardaway,Charles Barkley,The others are Golden State Warriors,no
Muggsy Bogues,Alonzo Mourning,Larry Johnson,Patrick Ewing,Patrick Ewing,The others are Charlotte Hornets,no
Reggie Miller,Patrick Ewing,Charles Oakley,John Starks,Reggie Miller,The others are New York Knicks,yes
Jerome Kersey,Karl Malone,Clyde Drexler,Terry Porter,Karl Malone,The others are Portland Trail Blazers,no
Michael Jordan,Shawn Kemp,Nate McMillan,Gary Payton,Michael Jordan,The others are Seattle SuperSonics,no
Kevin McHale,Robert Parish,Tim Hardaway,Larry Bird,Tim Hardaway,The others are Boston Celtics,no
Bryon Russell,Karl Malone,Tim Duncan,John Stockton,Tim Duncan,The others are Utah Jazz players,yes
David Robinson,Shaquille O'Neal,Penny Hardaway,Nick Anderson,David Robinson,The others are Orlando Magic players,yes
Michael Jordan,Dennis Rodman,Scottie Pippen,Karl Malone,Karl Malone,The others are Bulls players,yes
David Robinson,Patrick Ewing,Hakeem Olajuwon,Shaquille O'Neal,Shaquille O'Neal,The others are 90's All-Stars,no
John Stockton,Gary Payton,Reggie Miller,Jason Kidd,Reggie Miller,The others are point guards,yes
Shawn Kemp,Charles Barkley,Karl Malone,Clyde Drexler,Clyde Drexler,The others are power forwards,no
Tim Hardaway,John Starks,Muggsy Bogues,Steve Nash,Steve Nash,The others are 90's players,no
Alonzo Mourning,Chris Webber,Dikembe Mutombo,Kevin Garnett,Kevin Garnett,The others are centers,no
Allan Houston,Ray Allen,Mitch Richmond,Glen Rice,Ray Allen,The others are 90's players,no
Larry Johnson,Chris Mullin,Vince Carter,Latrell Sprewell,Vince Carter,The others are Warriors players,no
Chris Webber,Kevin Love,Juwan Howard,Jalen Rose,Kevin Love,The others are Fab Five members,no
