obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Artis Gilmore,Bill Walton,Jack Sikma,Jo Jo White,Jo Jo White,The others are centers,no
Calvin Murphy,Lou Hudson,Phil Chenier,Dan Issel,Dan Issel,The others are guards,no
Fred Brown,Norm Van Lier,Don Chaney,Connie Hawkins,Connie Hawkins,The others are guards,no
John Havlicek,Rick Barry,Connie Hawkins,Bob Lanier,Bob Lanier,The others are forwards,no
Hal Greer,Clyde Frazier,Earl Monroe,Bob McAdoo,Bob McAdoo,The others are guards,no
Kareem Abdul-Jabbar,Julius Erving,George Gervin,Bill Walton,Bill Walton,The others are top 10 scorers of 1970s,no
John Havlicek,Willis Reed,Walt Frazier,Dave Cowens,Dave Cowens,The others are Knicks players,no
Bob McAdoo,Pete Maravich,Elvin Hayes,Rick Barry,Rick Barry,The others are scoring champions,yes
Nate Archibald,Earl Monroe,Wes Unseld,Bob Lanier,Wes Unseld,The others are guards,no
Maurice Lucas,Sidney Wicks,Spencer Haywood,Bob Dandridge,Maurice Lucas,The others are forwards,no
Dave Bing,Gail Goodrich,Chet Walker,Lou Hudson,Chet Walker,The others are guards,no
Bill Bradley,Paul Westphal,Rudy Tomjanovich,Kevin Grevey,Bill Bradley,The others are guards,no
Norm Van Lier,Jo Jo White,Charlie Scott,Lloyd Free,Lloyd Free,The others are point guards,no
Phil Chenier,Don Chaney,Calvin Murphy,Clifford Ray,Clifford Ray,The others are guards,no
Jim Chones,Tom Burleson,Truck Robinson,Jamaal Wilkes,Jamaal Wilkes,The others are centers,no
Curtis Rowe,Don Nelson,Fred Brown,Jerry Sloan,Fred Brown,The others are forwards,no
John Drew,Kermit Washington,Kevin Porter,Mike Newlin,Kevin Porter,The others are forwards,no
Tom Heinsohn,Dave DeBusschere,Jerry Lucas,Jo Jo White,Jo Jo White,The others are forwards,no
Billy Knight,Bill Walton,Bob McAdoo,Bob Lanier,Billy Knight,The others are centers,no
Happy Hairston,Jim McMillian,Pat Riley,Bob Love,Pat Riley,The others are forwards,no
Elmore Smith,George McGinnis,Jim Barnett,Mike Riordan,Elmore Smith,The others are guards,no
Jim Price,Jim Washington,Jim Cleamons,Clifford Ray,Clifford Ray,The others are named Jim,no
Tom Boerwinkle,Tom Henderson,Tom Van Arsdale,Tom Owens,Tom Owens,The others are named Tom,no
Kareem Abdul-Jabbar,Wilt Chamberlain,Elvin Hayes,Bob Lanier,Bob Lanier,The others are Hall of Famers,yes
Julius Erving,George Gervin,Rick Barry,Bill Walton,Bill Walton,The others are small forwards,no
Walt Frazier,Jerry West,Earl Monroe,Bob McAdoo,Bob McAdoo,The others are guards,no
Dave Cowens,Wes Unseld,Bill Walton,Artis Gilmore,Artis Gilmore,The others are MVP winners,no
Nate Archibald,Pete Maravich,Dave Bing,Bob Love,Bob Love,The others are point guards,no
John Havlicek,Elvin Hayes,Bob McAdoo,Spencer Haywood,John Havlicek,The others are power forwards,yes
Bill Walton,Moses Malone,Kareem Abdul-Jabbar,Willis Reed,Willis Reed,The others are centers,no
George Gervin,Rick Barry,Adrian Dantley,Dan Issel,Dan Issel,The others are scoring champions,no
Elvin Hayes,Bob Lanier,Dave Cowens,Paul Westphal,Paul Westphal,The others are centers,yes
Walt Frazier,Jerry West,Earl Monroe,Sidney Wicks,Sidney Wicks,The others are guards,no
Wes Unseld,Bill Walton,Moses Malone,Nate Thurmond,Nate Thurmond,The others are MVP winners,no
Pete Maravich,Dave Bing,Tiny Archibald,Bob Dandridge,Bob Dandridge,The others are point guards,no
Kareem Abdul-Jabbar,Bob McAdoo,Elvin Hayes,John Havlicek,John Havlicek,The others are centers,yes
Julius Erving,George Gervin,Rick Barry,Bob Lanier,Bob Lanier,The others are small forwards,no
Dave Cowens,Wes Unseld,Bill Walton,Bob McAdoo,Bob McAdoo,The others are centers,no
Walt Frazier,Jerry West,Earl Monroe,Artis Gilmore,Artis Gilmore,The others are guards,no
Nate Archibald,Pete Maravich,Dave Bing,Paul Westphal,Paul Westphal,The others are point guards,no
John Havlicek,Elvin Hayes,Bob McAdoo,Dan Issel,Dan Issel,The others are power forwards,yes
Bill Walton,Moses Malone,Kareem Abdul-Jabbar,Willis Reed,Willis Reed,The others are centers,no
George Gervin,Rick Barry,Adrian Dantley,Sidney Wicks,Sidney Wicks,The others are scoring champions,yes
Elvin Hayes,Bob Lanier,Dave Cowens,Spencer Haywood,Spencer Haywood,The others are centers,yes
Walt Frazier,Jerry West,Earl Monroe,Bob Love,Bob Love,The others are guards,no
Wes Unseld,Bill Walton,Moses Malone,Artis Gilmore,Artis Gilmore,The others are MVP winners,no
Pete Maravich,Dave Bing,Tiny Archibald,Bob Lanier,Bob Lanier,The others are point guards,no
Kareem Abdul-Jabbar,Bob McAdoo,Elvin Hayes,Spencer Haywood,Spencer Haywood,The others are centers,yes
Julius Erving,George Gervin,Rick Barry,Nate Thurmond,Nate Thurmond,The others are small forwards,no
Dave Cowens,Wes Unseld,Bill Walton,Paul Westphal,Paul Westphal,The others are centers,no
Walt Frazier,Jerry West,Earl Monroe,Dan Issel,Dan Issel,The others are guards,no
Nate Archibald,Pete Maravich,Dave Bing,John Havlicek,John Havlicek,The others are point guards,no
John Havlicek,Elvin Hayes,Bob McAdoo,Bob Lanier,Bob Lanier,The others are power forwards,yes
Kareem Abdul-Jabbar,Bill Walton,Willis Reed,Pete Maravich,Pete Maravich,The others are centers,no
Julius Erving,George Gervin,David Thompson,Rick Barry,Rick Barry,The others are known for dunks,no
Walt Frazier,Earl Monroe,Dave Bing,Bob McAdoo,Bob McAdoo,The others are guards,no
Elvin Hayes,Wes Unseld,Bob Lanier,John Havlicek,John Havlicek,The others are big men,yes
Nate Archibald,Jo Jo White,Norm Nixon,Sidney Wicks,Sidney Wicks,The others are point guards,no
Paul Westphal,Don Buse,Phil Chenier,Maurice Lucas,Maurice Lucas,The others are guards,no
Bob Dandridge,Jamaal Wilkes,Bobby Jones,Dan Issel,Dan Issel,The others are forwards,no
Artis Gilmore,Kareem Abdul-Jabbar,Moses Malone,Spencer Haywood,Spencer Haywood,The others are centers,yes
Bill Bradley,Cazzie Russell,Lucius Allen,Rudy Tomjanovich,Rudy Tomjanovich,The others are guards,no
Connie Hawkins,Elgin Baylor,Rick Barry,Jerry Lucas,Jerry Lucas,The others are forwards,no
Calvin Murphy,Tiny Archibald,Walt Frazier,Tom Boerwinkle,Tom Boerwinkle,The others are guards,no
Dave DeBusschere,John Havlicek,Paul Silas,Bob Love,Bob Love,The others are known for defense,no
Gail Goodrich,Earl Monroe,Pete Maravich,Bob Lanier,Bob Lanier,The others are guards,yes
Larry Kenon,Bobby Jones,Maurice Lucas,Jo Jo White,Jo Jo White,The others are forwards,no
Sidney Wicks,Spencer Haywood,Bob McAdoo,Rick Barry,Rick Barry,The others are power forwards,no
Lou Hudson,Phil Chenier,Calvin Murphy,Bob McAdoo,Bob McAdoo,The others are guards,no
Clifford Ray,Wes Unseld,Nate Thurmond,Paul Westphal,Paul Westphal,The others are centers,no
Elvin Hayes,Spencer Haywood,Sidney Wicks,George Gervin,George Gervin,The others are power forwards,yes
Walt Bellamy,Willis Reed,Nate Thurmond,Dave Bing,Dave Bing,The others are centers,no
John Havlicek,Billy Cunningham,Dave DeBusschere,Earl Monroe,Earl Monroe,The others are forwards,no
Norm Van Lier,Jerry Sloan,Walt Frazier,Dan Issel,Dan Issel,The others are guards,no
Rudy Tomjanovich,Elvin Hayes,Spencer Haywood,Gail Goodrich,Gail Goodrich,The others are forwards,yes
Rick Barry,Julius Erving,Connie Hawkins,Bill Walton,Bill Walton,The others are forwards,no
Bob Lanier,Artis Gilmore,Kareem Abdul-Jabbar,Calvin Murphy,Calvin Murphy,The others are centers,no
Bill Walton,Bob Lanier,Nate Thurmond,Tiny Archibald,Tiny Archibald,The others are centers,no
Dave Cowens,Paul Silas,Wes Unseld,Jerry West,Jerry West,The others are big men,no
Jo Jo White,Norm Nixon,Walt Frazier,Bob Dandridge,Bob Dandridge,The others are guards,no
George Gervin,David Thompson,Rick Barry,Bob McAdoo,Bob McAdoo,The others are known for scoring,no
Paul Westphal,Don Buse,Phil Chenier,Bob Lanier,Bob Lanier,The others are guards,no
Jerry Lucas,Bill Bradley,Dave DeBusschere,Nate Archibald,Nate Archibald,The others are forwards,no
Magic Johnson,Larry Bird,Michael Jordan,Dominique Wilkins,Dominique Wilkins,The others are MVP winners,no
Hakeem Olajuwon,Patrick Ewing,Kareem Abdul-Jabbar,Robert Parish,Robert Parish,The others are centers,no
Charles Barkley,Karl Malone,James Worthy,Dennis Rodman,Dennis Rodman,The others are power forwards,no
Clyde Drexler,Isiah Thomas,John Stockton,Kevin McHale,Kevin McHale,The others are guards,no
Scottie Pippen,James Worthy,Chris Mullin,Reggie Miller,Reggie Miller,The others are forwards,no
Mark Price,John Stockton,Kevin Johnson,Clyde Drexler,Clyde Drexler,The others are point guards,no
David Robinson,Patrick Ewing,Hakeem Olajuwon,Larry Bird,Larry Bird,The others are centers,yes
Michael Jordan,Clyde Drexler,Dominique Wilkins,Magic Johnson,Magic Johnson,The others are shooting guards,no
Dennis Rodman,Charles Oakley,Horace Grant,Karl Malone,Karl Malone,The others are role players,no
Larry Bird,Chris Mullin,Kevin McHale,Magic Johnson,Magic Johnson,The others are forwards,no
Reggie Miller,Michael Jordan,Joe Dumars,Hakeem Olajuwon,Hakeem Olajuwon,The others are shooting guards,no
John Stockton,Isiah Thomas,Magic Johnson,Patrick Ewing,Patrick Ewing,The others are point guards,yes
Karl Malone,Charles Barkley,Larry Bird,Patrick Ewing,Patrick Ewing,The others are power forwards,no
Michael Jordan,Clyde Drexler,Magic Johnson,Hakeem Olajuwon,Hakeem Olajuwon,The others are guards,no
Chris Mullin,Scottie Pippen,Dominique Wilkins,Reggie Miller,Reggie Miller,The others are small forwards,no
Patrick Ewing,Robert Parish,David Robinson,Charles Barkley,Charles Barkley,The others are centers,yes
Kevin Johnson,Tim Hardaway,John Stockton,Karl Malone,Karl Malone,The others are point guards,no
James Worthy,Dennis Rodman,Horace Grant,Magic Johnson,Magic Johnson,The others are power forwards,no
Joe Dumars,Reggie Miller,Michael Jordan,Patrick Ewing,Patrick Ewing,The others are guards,no
Hakeem Olajuwon,Kareem Abdul-Jabbar,Patrick Ewing,Clyde Drexler,Clyde Drexler,The others are centers,no
Larry Bird,James Worthy,Scottie Pippen,John Stockton,John Stockton,The others are forwards,no
Magic Johnson,Isiah Thomas,Mark Price,Karl Malone,Karl Malone,The others are point guards,no
Dennis Rodman,Charles Oakley,Horace Grant,Michael Jordan,Michael Jordan,The others are power forwards,no
Reggie Miller,Joe Dumars,Michael Jordan,Larry Bird,Larry Bird,The others are shooting guards,no
Patrick Ewing,Hakeem Olajuwon,David Robinson,Karl Malone,Karl Malone,The others are centers,yes
John Stockton,Kevin Johnson,Tim Hardaway,Magic Johnson,Magic Johnson,The others are point guards,no
Charles Barkley,Karl Malone,Dennis Rodman,Larry Bird,Larry Bird,The others are power forwards,no
Clyde Drexler,Michael Jordan,Joe Dumars,David Robinson,David Robinson,The others are guards,no
Scottie Pippen,James Worthy,Chris Mullin,Hakeem Olajuwon,Hakeem Olajuwon,The others are small forwards,no
Larry Bird,Kevin McHale,Chris Mullin,Robert Parish,Robert Parish,The others are forwards,no
Magic Johnson,Larry Bird,Michael Jordan,Hakeem Olajuwon,Hakeem Olajuwon,The others are guards,no
Patrick Ewing,Charles Barkley,Karl Malone,Clyde Drexler,Clyde Drexler,The others are forwards,no
Dominique Wilkins,James Worthy,Kevin McHale,John Stockton,John Stockton,The others are forwards,no
Isiah Thomas,Joe Dumars,Mark Price,Robert Parish,Robert Parish,The others are guards,no
Dennis Rodman,Horace Grant,Charles Oakley,Reggie Miller,Reggie Miller,The others are forwards,no
Chris Mullin,Scottie Pippen,Bernard King,David Robinson,David Robinson,The others are forwards,no
Terry Porter,Fat Lever,Maurice Cheeks,Moses Malone,Moses Malone,The others are guards,no
Bill Laimbeer,Rick Mahorn,Manute Bol,Clyde Drexler,Clyde Drexler,The others are centers,no
Alex English,Adrian Dantley,Kiki Vandeweghe,Chris Mullin,Chris Mullin,The others are forwards,no
Mark Aguirre,Rolando Blackman,Sidney Moncrief,Mark Eaton,Mark Eaton,The others are guards,no
Detlef Schrempf,Tom Chambers,Xavier McDaniel,Mark Price,Mark Price,The others are forwards,no
Sam Perkins,Otis Thorpe,Buck Williams,Mitch Richmond,Mitch Richmond,The others are forwards,no
Terry Cummings,Cliff Robinson,A.C. Green,Kevin Johnson,Kevin Johnson,The others are forwards,no
Doc Rivers,Muggsy Bogues,Spud Webb,Brad Daugherty,Brad Daugherty,The others are guards,no
Jeff Hornacek,Dan Majerle,Dell Curry,Ralph Sampson,Ralph Sampson,The others are guards,no
Hersey Hawkins,Ricky Pierce,Dale Ellis,Mark Eaton,Mark Eaton,The others are guards,no
Brad Daugherty,Kevin Duckworth,Rik Smits,Joe Dumars,Joe Dumars,The others are centers,no
Terry Porter,Rod Strickland,Kenny Smith,Robert Parish,Robert Parish,The others are guards,no
Michael Cooper,Byron Scott,Gerald Wilkins,Mark Eaton,Mark Eaton,The others are guards,yes
Buck Williams,Larry Nance,Thurl Bailey,Mark Price,Mark Price,The others are forwards,no
Alvin Robertson,Michael Adams,Darrell Walker,Patrick Ewing,Patrick Ewing,The others are guards,no
Otis Thorpe,Horace Grant,Derrick McKey,Mookie Blaylock,Mookie Blaylock,The others are forwards,no
Reggie Theus,Alvin Robertson,Derek Harper,Bill Cartwright,Bill Cartwright,The others are guards,no
Nate McMillan,Kevin Johnson,Mark Jackson,James Worthy,James Worthy,The others are guards,no
Johnny Newman,Purvis Short,Kelly Tripucka,Manute Bol,Manute Bol,The others are forwards,no
Derrick McKey,Detlef Schrempf,Kenny Walker,John Stockton,John Stockton,The others are forwards,no
Robert Parish,Hakeem Olajuwon,Patrick Ewing,Joe Dumars,Joe Dumars,The others are centers,no
Clyde Drexler,Terry Porter,Jerome Kersey,Manute Bol,Manute Bol,The others are Trail Blazers,yes
Danny Ainge,Dennis Johnson,Larry Bird,Mark Eaton,Mark Eaton,The others are Celtics,no
Mychal Thompson,Kurt Rambis,A.C. Green,Mark Price,Mark Price,The others are Lakers,no
Magic Johnson,Larry Bird,Kareem Abdul-Jabbar,Michael Jordan,Michael Jordan,The others are Lakers/Celtics,no
Hakeem Olajuwon,Patrick Ewing,Karl Malone,Charles Barkley,Patrick Ewing,The others are Power Forwards,no
Dennis Rodman,Isiah Thomas,Joe Dumars,Clyde Drexler,Clyde Drexler,The others are Pistons,no
Dominique Wilkins,Alex English,Bernard King,James Worthy,James Worthy,The others are leading scorers,no
Chris Mullin,Reggie Miller,John Stockton,Kevin McHale,Kevin McHale,The others are guards,yes
Robert Parish,Bill Laimbeer,Mark Eaton,Moses Malone,Bill Laimbeer,The others are centers,no
Adrian Dantley,Mark Aguirre,Alex English,Sidney Moncrief,Sidney Moncrief,The others are forwards,no
Clyde Drexler,Terry Porter,Kevin Duckworth,Charles Oakley,Charles Oakley,The others are Trail Blazers,no
James Worthy,Michael Cooper,Byron Scott,Hakeem Olajuwon,Hakeem Olajuwon,The others are Lakers,no
John Stockton,Karl Malone,Jeff Hornacek,Patrick Ewing,Patrick Ewing,The others are Jazz players,no
Paul Pressey,Sidney Moncrief,Terry Cummings,Mark Price,Mark Price,The others are Bucks players,no
Ralph Sampson,Hakeem Olajuwon,Rodney McCray,Larry Nance,Larry Nance,The others are Rockets players,no
Michael Jordan,Scottie Pippen,Horace Grant,Magic Johnson,Magic Johnson,The others are Bulls players,yes
Alex English,Kiki Vandeweghe,Fat Lever,John Stockton,John Stockton,The others are Nuggets players,no
Terry Porter,Clyde Drexler,Jerome Kersey,Dennis Rodman,Dennis Rodman,The others are Trail Blazers,yes
Larry Bird,Kevin McHale,Robert Parish,Dominique Wilkins,Dominique Wilkins,The others are Celtics players,yes
Joe Dumars,Vinnie Johnson,Bill Laimbeer,Chris Mullin,Chris Mullin,The others are Pistons players,no
Kevin Johnson,Tom Chambers,Jeff Hornacek,Reggie Miller,Reggie Miller,The others are Suns players,no
Mark Aguirre,Rolando Blackman,Derek Harper,Patrick Ewing,Patrick Ewing,The others are Mavericks,no
Fat Lever,Alex English,Dan Issel,Karl Malone,Karl Malone,The others are Nuggets players,no
Clyde Drexler,Hakeem Olajuwon,Otis Thorpe,Magic Johnson,Magic Johnson,The others are Rockets players,no
Michael Jordan,Charles Barkley,Patrick Ewing,Larry Bird,Larry Bird,The others are part of the 1992 Dream Team,yes
Dennis Johnson,Larry Bird,Kevin McHale,Hakeem Olajuwon,Hakeem Olajuwon,The others are Celtics players,no
Patrick Ewing,Hakeem Olajuwon,Ralph Sampson,Clyde Drexler,Clyde Drexler,The others are centers,no
Karl Malone,Charles Barkley,James Worthy,John Stockton,John Stockton,The others are forwards,yes
Magic Johnson,Isiah Thomas,John Stockton,Karl Malone,Karl Malone,The others are point guards,no
Joe Dumars,Isiah Thomas,Dennis Rodman,Larry Bird,Larry Bird,The others are Pistons players,no
Alex English,Kiki Vandeweghe,Fat Lever,Hakeem Olajuwon,Hakeem Olajuwon,The others are Nuggets players,no
James Worthy,Michael Cooper,Byron Scott,Patrick Ewing,Patrick Ewing,The others are Lakers players,yes
Larry Bird,Kevin McHale,Robert Parish,Charles Barkley,Charles Barkley,The others are Celtics players,yes
Magic Johnson,Larry Bird,Michael Jordan,Hakeem Olajuwon,Hakeem Olajuwon,The others are guards,no
Kareem Abdul-Jabbar,Patrick Ewing,Hakeem Olajuwon,Charles Barkley,Charles Barkley,The others are centers,no
Clyde Drexler,Dominique Wilkins,James Worthy,Scottie Pippen,Scottie Pippen,The others are 80's players,no
Isiah Thomas,John Stockton,Gary Payton,Kevin McHale,Kevin McHale,The others are point guards,yes
Dennis Rodman,Karl Malone,Charles Oakley,Reggie Miller,Reggie Miller,The others are power forwards,no
Chris Mullin,Larry Bird,Kevin McHale,Dennis Johnson,Dennis Johnson,The others are Celtics players,no
Alex English,Adrian Dantley,Mark Aguirre,David Robinson,David Robinson,The others are forwards,no
Joe Dumars,Michael Jordan,Clyde Drexler,Patrick Ewing,Patrick Ewing,The others are shooting guards,no
Robert Parish,Akeem Olajuwon,Moses Malone,John Stockton,John Stockton,The others are centers,no
Bernard King,Dominique Wilkins,James Worthy,Magic Johnson,Magic Johnson,The others are forwards,no
Mark Price,Kevin Johnson,Tim Hardaway,Charles Barkley,Charles Barkley,The others are point guards,no
Charles Barkley,Karl Malone,Chris Mullin,Manute Bol,Manute Bol,The others are forwards,no
Hakeem Olajuwon,Patrick Ewing,David Robinson,Magic Johnson,Magic Johnson,The others are centers,no
Larry Bird,Magic Johnson,Kevin McHale,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,The others are Celtics players,no
John Stockton,Mark Jackson,Terry Porter,Clyde Drexler,Clyde Drexler,The others are point guards,no
Michael Jordan,Clyde Drexler,Reggie Miller,Patrick Ewing,Patrick Ewing,The others are shooting guards,no
Akeem Olajuwon,Ralph Sampson,David Robinson,Charles Oakley,Charles Oakley,The others are centers,no
Larry Bird,Chris Mullin,Kevin McHale,Joe Dumars,Joe Dumars,The others are forwards,no
Karl Malone,Charles Barkley,Dennis Rodman,Hakeem Olajuwon,Hakeem Olajuwon,The others are power forwards,no
Magic Johnson,Isiah Thomas,John Stockton,Chris Mullin,Chris Mullin,The others are point guards,no
Alex English,Adrian Dantley,Dominique Wilkins,Michael Jordan,Michael Jordan,The others are forwards,no
Joe Dumars,Michael Jordan,Clyde Drexler,Larry Bird,Larry Bird,The others are shooting guards,no
Robert Parish,Moses Malone,Bill Laimbeer,Dennis Rodman,Dennis Rodman,The others are centers,no
Bernard King,Dominique Wilkins,James Worthy,Patrick Ewing,Patrick Ewing,The others are forwards,no
Mark Price,Kevin Johnson,Tim Hardaway,Larry Bird,Larry Bird,The others are point guards,no
Charles Barkley,Karl Malone,Chris Mullin,Hakeem Olajuwon,Hakeem Olajuwon,The others are forwards,no
Hakeem Olajuwon,Patrick Ewing,David Robinson,Larry Bird,Larry Bird,The others are centers,yes
Larry Bird,Magic Johnson,Kevin McHale,Michael Jordan,Michael Jordan,The others are Celtics players,no
John Stockton,Mark Jackson,Terry Porter,Michael Jordan,Michael Jordan,The others are point guards,no
Michael Jordan,Clyde Drexler,Reggie Miller,Charles Barkley,Charles Barkley,The others are shooting guards,no
Magic Johnson,Larry Bird,Isiah Thomas,Michael Jordan,Michael Jordan,The others are point guards,no
Kareem Abdul-Jabbar,Hakeem Olajuwon,Patrick Ewing,Charles Barkley,Charles Barkley,The others are centers,no
Dominique Wilkins,Clyde Drexler,Alex English,Kevin McHale,Kevin McHale,The others are small forwards,no
James Worthy,Bernard King,Adrian Dantley,Dennis Rodman,Dennis Rodman,The others are scorers,no
John Stockton,Mark Price,Kevin Johnson,Scottie Pippen,Scottie Pippen,The others are point guards,no
Karl Malone,Charles Oakley,Horace Grant,Robert Parish,Robert Parish,The others are power forwards,no
Reggie Miller,Joe Dumars,Mitch Richmond,Chris Mullin,Chris Mullin,The others are shooting guards,no
Moses Malone,Bill Laimbeer,Artis Gilmore,James Worthy,James Worthy,The others are centers,no
Ralph Sampson,Sam Perkins,Brad Daugherty,Larry Bird,Larry Bird,The others are big men,no
Terry Porter,Fat Lever,Doc Rivers,Hakeem Olajuwon,Hakeem Olajuwon,The others are point guards,no
Danny Ainge,Byron Scott,Derek Harper,Charles Barkley,Charles Barkley,The others are guards,no
Otis Thorpe,Buck Williams,Charles Oakley,John Stockton,John Stockton,The others are forwards,no
Mark Jackson,Rod Strickland,Muggsy Bogues,Dominique Wilkins,Dominique Wilkins,The others are point guards,no
Jeff Hornacek,Del Curry,Craig Hodges,Patrick Ewing,Patrick Ewing,The others are shooters,no
Terry Cummings,Tom Chambers,Larry Nance,Magic Johnson,Magic Johnson,The others are forwards,no
Alvin Robertson,Sidney Moncrief,Michael Cooper,Larry Bird,Larry Bird,The others are defensive specialists,no
Mark Aguirre,Kiki Vandeweghe,Kelly Tripucka,Hakeem Olajuwon,Hakeem Olajuwon,The others are small forwards,no
Detlef Schrempf,Toni Kukoc,Cliff Robinson,Kevin Johnson,Kevin Johnson,The others are forwards,no
Manute Bol,Mark Eaton,Tree Rollins,Clyde Drexler,Clyde Drexler,The others are shot-blockers,no
Maurice Cheeks,Michael Adams,Sleepy Floyd,Kevin McHale,Kevin McHale,The others are point guards,no
Dale Ellis,Reggie Lewis,Glen Rice,Dennis Rodman,Dennis Rodman,The others are shooters,no
Darryl Dawkins,Bill Cartwright,Tree Rollins,Karl Malone,Karl Malone,The others are centers,no
Walter Davis,Rolando Blackman,Ricky Pierce,Hakeem Olajuwon,Hakeem Olajuwon,The others are shooting guards,no
Terry Teagle,Eddie Johnson,Purvis Short,Patrick Ewing,Patrick Ewing,The others are scorers,no
Doc Rivers,Spud Webb,Nate McMillan,Clyde Drexler,Clyde Drexler,The others are point guards,no
Brad Sellers,Roy Tarpley,Kenny Walker,Magic Johnson,Magic Johnson,The others are forwards,no
Gerald Wilkins,Alvin Robertson,Michael Adams,Larry Bird,Larry Bird,The others are guards,no
Robert Parish,Jack Sikma,Bill Laimbeer,Scottie Pippen,Scottie Pippen,The others are centers,no
Rod Higgins,Thurl Bailey,Mark Aguirre,Patrick Ewing,Patrick Ewing,The others are forwards,no
Maurice Lucas,Kurt Rambis,Cliff Levingston,Magic Johnson,Magic Johnson,The others are forwards,no
Michael Jordan,Scottie Pippen,Dennis Rodman,Charles Barkley,Charles Barkley,The others are Chicago Bulls players,yes
Karl Malone,John Stockton,Gary Payton,Jeff Hornacek,Gary Payton,The others are Utah Jazz players,yes
Shaquille O'Neal,Penny Hardaway,Nick Anderson,Hakeem Olajuwon,Hakeem Olajuwon,The others are Orlando Magic players,yes
Reggie Miller,Rik Smits,Chris Mullin,Patrick Ewing,Patrick Ewing,The others are Indiana Pacers players,no
Clyde Drexler,Terry Porter,Kevin Duckworth,David Robinson,David Robinson,The others are Portland Trail Blazers,no
Tim Hardaway,Chris Mullin,Latrell Sprewell,Karl Malone,Karl Malone,The others are Golden State Warriors,no
Hakeem Olajuwon,Clyde Drexler,Otis Thorpe,Shawn Kemp,Shawn Kemp,The others are Houston Rockets,no
Alonzo Mourning,Larry Johnson,Dell Curry,Dikembe Mutombo,Dikembe Mutombo,The others are Charlotte Hornets,no
Patrick Ewing,Charles Oakley,John Starks,Shaquille O'Neal,Shaquille O'Neal,The others are New York Knicks,yes
Gary Payton,Shawn Kemp,Detlef Schrempf,Larry Bird,Larry Bird,The others are Seattle SuperSonics,yes
Larry Bird,Kevin McHale,Robert Parish,Tim Duncan,Tim Duncan,The others are Boston Celtics,yes
Charles Barkley,Kevin Johnson,Dan Majerle,Clyde Drexler,Clyde Drexler,The others are Phoenix Suns,no
David Robinson,Sean Elliott,Avery Johnson,Reggie Miller,Reggie Miller,The others are San Antonio Spurs,yes
Anfernee Hardaway,Shaquille O'Neal,Horace Grant,Karl Malone,Karl Malone,The others are Orlando Magic players,no
Dominique Wilkins,Mookie Blaylock,Stacey Augmon,Alonzo Mourning,Alonzo Mourning,The others are Atlanta Hawks,no
Chris Webber,Juwan Howard,Rod Strickland,Patrick Ewing,Patrick Ewing,The others are Washington Bullets,no
Mitch Richmond,Chris Mullin,Tim Hardaway,Jason Kidd,Jason Kidd,The others are Golden State Warriors,no
Glen Rice,Vlade Divac,Anthony Mason,Reggie Miller,Reggie Miller,The others are Charlotte Hornets,no
Shawn Kemp,Gary Payton,Detlef Schrempf,Hakeem Olajuwon,Hakeem Olajuwon,The others are Seattle SuperSonics,no
Dikembe Mutombo,Steve Smith,Mookie Blaylock,David Robinson,David Robinson,The others are Atlanta Hawks,no
Karl Malone,John Stockton,Jeff Hornacek,Scottie Pippen,Scottie Pippen,The others are Utah Jazz players,yes
Hakeem Olajuwon,Clyde Drexler,Robert Horry,Michael Jordan,Michael Jordan,The others are Houston Rockets,no
Chris Mullin,Tim Hardaway,Latrell Sprewell,Charles Barkley,Charles Barkley,The others are Golden State Warriors,no
Larry Johnson,Alonzo Mourning,Muggsy Bogues,Patrick Ewing,Patrick Ewing,The others are Charlotte Hornets,no
Charles Oakley,John Starks,Patrick Ewing,Reggie Miller,Reggie Miller,The others are New York Knicks,yes
Clyde Drexler,Terry Porter,Jerome Kersey,Karl Malone,Karl Malone,The others are Portland Trail Blazers,no
Shawn Kemp,Gary Payton,Nate McMillan,Michael Jordan,Michael Jordan,The others are Seattle SuperSonics,no
Kevin McHale,Robert Parish,Larry Bird,Tim Hardaway,Tim Hardaway,The others are Boston Celtics,no
Karl Malone,John Stockton,Bryon Russell,Tim Duncan,Tim Duncan,The others are Utah Jazz players,yes
Shaquille O'Neal,Nick Anderson,Penny Hardaway,David Robinson,David Robinson,The others are Orlando Magic players,yes
Michael Jordan,Scottie Pippen,Karl Malone,Dennis Rodman,Karl Malone,The others are Bulls players,yes
Hakeem Olajuwon,David Robinson,Shaquille O'Neal,Patrick Ewing,Shaquille O'Neal,The others are 90's All-Stars,no
John Stockton,Gary Payton,Jason Kidd,Reggie Miller,Reggie Miller,The others are point guards,yes
Charles Barkley,Karl Malone,Shawn Kemp,Clyde Drexler,Clyde Drexler,The others are power forwards,no
Tim Hardaway,Muggsy Bogues,John Starks,Steve Nash,Steve Nash,The others are 90's players,no
Alonzo Mourning,Dikembe Mutombo,Chris Webber,Kevin Garnett,Kevin Garnett,The others are centers,no
Mitch Richmond,Glen Rice,Allan Houston,Ray Allen,Ray Allen,The others are 90's players,no
Larry Johnson,Chris Mullin,Latrell Sprewell,Vince Carter,Vince Carter,The others are Warriors players,no
Jalen Rose,Chris Webber,Juwan Howard,Kevin Love,Kevin Love,The others are Fab Five members,no
